listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available
C5NnQ5lswOZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-39-in-Noida&id=4d423834313437393533,2026-04-19 13:47:47,28.5699755,77.3534205,,Sector 39,"Noida, Delhi NCR","19210|Noida City Centre Metro Station, 19210|Wave City Center Noida Metro Station, 19202|Ryan International School, 19202|Ryan International School Noida, 19203|Saral Diagnostic, 19206|Logix Shopping Mall",,,Builder Floor Apartment,Furnished,2,3,East,750,Sq-ft,5 to 10 years,"Grab the chance to own this affordable 1 BHK flat for rent in the Sector 39 area. You can get this flat at monthly rent of ₹27,000. The flat is on the 2 floor and includes 1 bathrooms, 1 balcony with a carpet area of 700 sqft. This property offers security, air conditioned, ro water system. The address is Sector 39, Noida - Rest of Noida, Delhi NCR. The brokerage amount of the 1 BHK apartment is zero.",27000,27000,,36,1,,No,No,No,"Air Conditioned, Internet/Wi-Fi Connectivity, RO Water System",False,False,Owner,61,Immediately,2026-04-08T12:51:30.000Z,"Apr 08, '26",True
U1xS/Tyc5NRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-615-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-75-in-Noida&id=4d423833343532303135,2026-04-19 13:47:47,28.5756572575939,77.3826988418206,,Sector 75,"Noida, Delhi NCR","19210|Sector 50 Metro|5 minutes, 19210|Noida Sector 50 Metro Station|5 minutes, 19202|Rajkiya Sarvodaya Kanya Vidyalaya (Jeeja Bai)",201307,,Apartment,Furnished,12,16,,615,Sq-ft,2016,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Sector 75. The apartment is available at an affordable rental price of ₹30,000. This building features 16 floor and provides Early Learning Centre facilities. Visit the flat at Maxbliss Grand Kingston, Plot no.12, behind sec 50 metro station, Gardenia Gateway, Sector 75, Noida, Uttar Pradesh 201307.",30000,,,49,1,,No,No,No,,False,False,Agent,53,Immediately,2026-02-18T03:05:46.000Z,"Feb 18, '26",True
U0CyLY59LbBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-375-Sq-ft-Multistorey-Apartment-FOR-Rent-Noida-Extension-in-Noida&id=4d423833353536353935,2026-04-19 13:47:47,28.615887848111,77.4262748642862,,Noida Extension,"Noida, Delhi NCR","19210|Kisan Chowk, 19210|BISRAKH FCS, 19201|Indeutsch Industries Private Limited, 19202|Sarvottam Institute Of Technology And Management, 19202|Pacific World School, 19206|Cinepolis Smart Bharat Mall, 19206|Logic Mall",201308,,Apartment,Furnished,12,15,,375,Sq-ft,,"Grab the chance to own this affordable 1 BHK flat for rent in the Noida Extension area. The 1 BHK apartment is available at a reasonable rent of ₹26,000. The building has 15 floor and offers Kids Club, Kids Play Pool With Water Slides amenities. Visit the flat at PKS Town Central, Sector 16 B , Noida Extension , U.P - 201308. This is a no-brokerage flat because the owner has posted the ad on this 1 BHK apartment.",26000,,,69,1,,No,No,No,,False,False,Owner,48,Immediately,2026-02-25T20:21:53.000Z,"Feb 26, '26",True
crxhIsg1gyBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-680-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Noida&id=4d423737303139373333,2026-04-19 13:47:47,,,,faizz armani,Sector 168,,,,Apartment,Furnished,16,31,,680,Sq-ft,New Construction,"Grab the chance to own this affordable 1 BHK flat for rent in the Advant area. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹35,000. The apartment is on the 16 floor, has a carpet area of 580 sqft with 1 bathrooms and 1 balcony. This flat is fitted with power back up, reserved parking, security, service/goods lift, visitor parking. This 1 BHK rental flat comes with no brokerage fees.",35000,,,51,1,,No,No,No,"Banquet Hall, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts",False,False,Owner,76,Immediately,2026-03-17T21:30:33.000Z,"Mar 18, '26",True
4O+5ig2WrzlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-71-in-Noida&id=4d423833393634343633,2026-04-19 13:47:47,28.5949861314997,77.375154031455,,Sector 71,Sai apartment Sector-71 Noida,"19210|Sector 61 Metro Station Noida Blue Line, 19210|Global Indian International School Bus Stop, 19203|Life Care Hospital, 19203|Kailash Hospital, 19206|Indra Market",,,Apartment,Furnished,Ground,3,East,1000,Sq-ft,15 to 20 years,"2 Rooms, 1 Kitchen, 1 Toilet and Bathroom separately, 2 Balconies, 1 Study room, Park facing, Main Road Facing in Sai Apartment Sector-71 Noida A beautiful 1 BHK flat is available for rent in Sector 71. This 1 BHK flat can be availed at the rental price of ₹27,000. The flat is located on the Ground floor which includes 1 bathrooms, 2 balcony, and covers a carpet area of 700 sqft. This unit features power back up, reserved parking, security, air conditioned, visitor parking, ro water system. Visit the flat at Sai apartment Sector-71 Noida, Sector 71, Noida - Central Noida, Delhi NCR. This is a no-brokerage flat because the owner has posted the ad on this 1 BHK apartment.",27000,35000,400,27,1,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,False,Owner,80,Immediately,2026-03-27T10:37:22.000Z,"Mar 27, '26",True
pUzUNQPtypZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-756-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-168-in-Noida&id=4d423833373934373737,2026-04-19 13:47:47,28.4942668408266,77.4087633711964,,Sector 168,"Noida, Delhi NCR","19202|Shiv Nadar School Noida, 19202|Shanti International School",,,Apartment,Furnished,5,21,,756,Sq-ft,5 to 10 years,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. Find this 1 BHK rental flat in Sector 168 Noida. ₹28,000 is the monthly rent of this 1 BHK flat. Here you can enjoy world class facilities like 1 Wardrobe, 1 Bed, 1 TV, Fridge, Microwave, 1 AC, Sofa and Dining Table. The apartment is on the 5 floor, has a carpet area of 506 sqft with 1 bathrooms and 1 balcony. The address is Sector -168 , Noida Expressway, Uttar Pardesh, India, Sector 149, Noida, Uttar Pradesh.. You can find the 1 BHK flat without any brokerage.",28000,56000,0,37,1,,No,No,No,,False,False,Owner,40,Immediately,2026-03-15T18:05:13.000Z,"Mar 15, '26",True
2Wel7VCndNhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-787-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-119-in-Noida&id=4d423833353937383439,2026-04-19 13:47:47,28.5881105,77.4042609,,Sector 119,"Noida, Delhi NCR","19201|Aranya Market, 19202|The Millennium School, 19203|Tripathi Hospital",,,Apartment,Semi-Furnished,11,19,,787,Sq-ft,5 to 10 years,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. 1 BHK apartment is available on rent in Sector 119 Noida right away. Available at a rental price of ₹26,500, this 1 BHK flat is worth considering. The flat is located on the 11 floor which includes 1 bathrooms, 1 balcony, and covers a covered area of 787 sqft. The property has 19 floor and is equipped with Early Learning Centre, Guest Accommodation facilities. The residence includes power back up, reserved parking, security, service/goods lift. Visit the flat at FNG Expressway Service Rd, Nr HDFC Bank, Eldeco Magnolia Park, Sector 119, Noida, Uttar Pradesh. There are no brokerage fees on this 1 BHK multistorey apartment.",26500,,,34,1,,Yes,No,No,"Service/Goods Lift, Banquet Hall, Jogging and Strolling Track, Outdoor Tennis Courts",False,False,Owner,70,Immediately,2026-02-28T13:31:55.000Z,"Feb 28, '26",True
lD9IXJ9l5hlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-530-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-10-Noida-Extension-in-Noida&id=4d423830313738383137,2026-04-19 13:47:47,28.57192649,77.47901804,,DK Singhh,"Greater Noida W Rd, Gaur City 2, Ghaziabad, Uttar Pradesh",,,,Apartment,Semi-Furnished,1,1,,530,Sq-ft,New Construction,"for your requirement. Our website offers one free property ad that you can use for selling or renting . You will be able to sell or rent every real estate property from flat or house to land , even commercial property fast and immediately",28000,28000,12000,53,1,,No,No,No,,True,True,Owner,63,Immediately,2026-04-14T23:46:10.000Z,"Apr 15, '26",True
ykuIQYVjaEtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-565-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-168-in-Noida&id=4d423832343334303339,2026-04-19 13:47:47,28.4942668408266,77.4087633711964,,Sector 168,"Noida, Delhi NCR","19202|Shanti International School, 19202|Shiv Nadar School Noida",,,Apartment,Furnished,25,30,,565,Sq-ft,,"Find this 1 BHK rental flat in Sector 168 Noida. This 1 BHK flat can be availed at the rental price of ₹28,600. Find this apartment at Sector -168 , Noida Expressway, Uttar Pardesh, India, Sector 149, Noida, Uttar Pradesh.. Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",28600,,,51,1,,No,No,No,,False,False,Owner,0,Immediately,2026-04-02T22:30:41.000Z,"Apr 03, '26",True
f0Y1RhcYZHNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-321-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-168-in-Noida&id=4d423533353732393333,2026-04-19 13:47:47,28.4942668408266,77.4087633711964,,Sector 168,"Sector -168 , Noida Expressway, Uttar Pardesh, India, Sector 149, Noida, Uttar Pradesh 201302","19202|Shanti International School, 19202|Shiv Nadar School Noida",,,Apartment,Furnished,20,25,,321,Sq-ft,Less than 5 years,"1 BHK apartment is available on rent in Sector 168 Noida right away. This 1 BHK flat can be availed at the rental price of ₹27,000. Get access to smart facilities such as 1 Wardrobe, 1 Bed, 1 TV, Fridge, Microwave, 1 AC, Sofa and Dining Table simply by choosing this flat for rent. The apartment is located at Sector -168 , Noida Expressway, Uttar Pardesh, India, Sector 149, Noida, Uttar Pradesh.. The owner has posted this 1 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",27000,27000,0,84,1,,No,No,No,,False,False,Owner,38,Immediately,2026-04-03T17:49:03.000Z,"Apr 03, '26",True
YryDTmfO23ZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-42-in-Noida&id=4d423636303535303739,2026-04-19 13:47:47,28.55901417242,77.36133459131,,Sector 42,"Noida, Delhi NCR","19210|Noida Sector 42-43 Metro Station, 19210|Noida Sector 53/54 Metro Station Bus Stop, 19202|Khaitan Pre-School, 19202|Sri Sri Ravishankar Vidya Mandir",,,Builder Floor Apartment,Furnished,Ground,4,,400,Sq-ft,,"You can explore this 1 BHK flat on rent in Sector 42 Noida. The flat is available for rent at a competitive amount of ₹26,000. Find this apartment at Sector 42, Noida - Rest of Noida, Delhi NCR. Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",26000,,,65,1,,No,No,No,,False,False,Owner,46,Immediately,2026-04-13T16:39:46.000Z,"Apr 13, '26",True
jyIaaTUj8zpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-685-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-168-in-Noida&id=4d423737383634323833,2026-04-19 13:47:47,28.4942668408266,77.4087633711964,,Sector 168,sector 168,"19202|Shanti International School, 19202|Shiv Nadar School Noida",201305,,Apartment,Unfurnished,4,30,West,685,Sq-ft,Less than 5 years,"sunworld Arista society good construction quality 1 BHK fully refurbished flat available for rent 2 AC LED TV refrigerator microwave induction toaster If you are searching a 1 BHK apartment for rent in Sector 168, check out this amazing rental flat. Available at a rental price of ₹28,000, this 1 BHK flat is worth considering. The apartment is on the 4 floor, has a carpet area of 555 sqft with 1 bathrooms and 2 balcony. This building features 30 floor and provides Early Learning Centre, Guest Accommodation, Kids Club facilities. This home provides power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The full address of the apartment is Plot No GH-1C, Arista, Sector 168, Noida Expressway, Uttar Pradesh, Pincode: 201305, India..",28000,40000,2000,41,1,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",True,True,Agent,80,Immediately,2026-04-18T23:45:31.000Z,Today,True
7aBWmOD8n0lzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-615-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-75-in-Noida&id=4d423730333431383737,2026-04-19 13:47:47,28.5756572575939,77.3826988418206,,Sector 75,"Noida, Delhi NCR","19210|Sector 50 Metro|5 minutes, 19210|Noida Sector 50 Metro Station|5 minutes, 19202|Rajkiya Sarvodaya Kanya Vidyalaya (Jeeja Bai)",201307,,Apartment,Furnished,8,16,East,615,Sq-ft,New Construction,"near by metro station sec 50 Grab the chance to own this affordable 1 BHK flat for rent in the Sector 75 area. The rent of the 1 BHK flat is ₹28,000. Located on the 8 floor, the flat comprises 1 bathrooms, 2 balcony, and has a carpet area of 510 sqft. The property encompasses 16 floor and provides Early Learning Centre amenities. The apartment is equipped with power back up, reserved parking, security, service/goods lift, visitor parking. The full address of the apartment is Maxbliss Grand Kingston, Plot no.12, behind sec 50 metro station, Gardenia Gateway, Sector 75, Noida, Uttar Pradesh 201307.",28000,,,46,1,,No,No,No,"Banquet Hall, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts",True,True,Agent,78,Immediately,2026-04-18T01:30:36.000Z,Yesterday,True
0cQgjNL9ZZhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-615-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-75-in-Noida&id=4d423833373133303031,2026-04-19 13:47:47,28.5756572575939,77.3826988418206,,Sector 75,please call,"19210|Sector 50 Metro|5 minutes, 19210|Noida Sector 50 Metro Station|5 minutes, 19202|Rajkiya Sarvodaya Kanya Vidyalaya (Jeeja Bai)",201307,,Apartment,Furnished,10,14,East,615,Sq-ft,5 to 10 years,"low density Check out this newly constructed 1 BHK flat on rent in the prime location of Sector 75 Noida. ₹31,000 is the monthly rent of this 1 BHK flat. Located on the 10 floor, the flat comprises 1 bathrooms, 2 balcony, and has a covered area of 615 sqft. The property encompasses 14 floor and provides Early Learning Centre amenities. The apartment comes furnished with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Visit the apartment at Maxbliss Grand Kingston, Plot no.12, behind sec 50 metro station, Gardenia Gateway, Sector 75, Noida, Uttar Pradesh 201307.",31000,31000,500,50,1,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,80,Immediately,2026-03-10T05:35:47.000Z,"Mar 10, '26",True
Rmun8AKMUYRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-615-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-75-in-Noida&id=4d423834303332373939,2026-04-19 13:47:47,28.5756572575939,77.3826988418206,,Sector 75,"Noida, Delhi NCR","19210|Sector 50 Metro|5 minutes, 19210|Kalyanpuri, 19202|Rajkiya Sarvodaya Kanya Vidyalaya (Jeeja Bai)",201307,,Apartment,Semi-Furnished,12,15,East,615,Sq-ft,Less than 5 years,"nearby metro station You can avail the 1 BHK flat for rent in the well-known location of Sector 75. The 1 BHK apartment is available at a reasonable rent of ₹29,000. Located on the 12 floor, the flat has 1 bathrooms, 2 balcony in covered area of 615 sqft. The building comprises 15 floor and includes Early Learning Centre features. This unit features power back up, reserved parking, security, service/goods lift, intercom facility. The flat can be visited at Maxbliss Grand Kingston, Plot no.12, behind sec 50 metro station, Gardenia Gateway, Sector 75, Noida, Uttar Pradesh 201307.",29000,29000,2000,47,1,,Yes,No,No,"Service/Goods Lift, Laundry Service, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Agent,78,Immediately,2026-04-02T05:58:32.000Z,"Apr 02, '26",True
