listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available,listing_type
aTZlSlphRZdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Rent-Sai-Nagar-Hafeezpet-in-Hyderabad&id=4d423833383138383135,2026-04-18 14:59:37,17.4869079795197,78.3603487290729,,Sai Nagar Hafeezpet,Old Hafeezpet Sai Nagar Hafeezpet Hyderabad Telangana 500049,,500049.0,1,Apartment,Furnished,3,6.0,East,450.0,Sq-ft,New Construction,"You can explore this 1 BHK flat on rent in Sai Nagar-Hafeezpet Hyderabad. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹26,000. The flat is located on the 3 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 350 sqft. The flat comes with power back up, reserved parking, air conditioned. The apartment is located at Old Hafeezpet Sai Nagar Hafeezpet Hyderabad Telangana 500049, Sai Nagar-Hafeezpet, Hyderabad - North, Andhra Pradesh. This 1 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",26000.0,0.0,1000.0,58.0,1,,Yes,No,No,"Air Conditioned, Internet/Wi-Fi Connectivity",False,True,Owner,89,Immediately,2026-04-17T23:37:46.000Z,Today,True,rent
7CWJaSjykXdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423731303936333631,2026-04-18 14:59:37,17.443563,78.3397746,,Gachibowli,Ragam residency Gowlidoddi,"19210|DLF Gate 1 (Pickup) Bus Stop, 19210|Indira Nagar Bus Stop, 19201|Megha Tech Park, 19201|Atrium Mall, 19202|Kairos, 19202|Euro School, 19203|CARE Hospitals - Hitec City Hospital, 19203|Care Hospitals, 19206|South India Shopping Mall, 19206|Prism Mall",,1,Builder Floor Apartment,Furnished,1,4.0,,600.0,Sq-ft,,"If you are searching a 1 BHK apartment for rent in Gachibowli, check out this amazing rental flat. The apartment is available at an affordable rental price of ₹30,000. The address is Ragam residency Gowlidoddi, Gachibowli, Hyderabad - West, Andhra Pradesh. Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",30000.0,,,50.0,1,,No,No,No,,False,False,Owner,48,Immediately,2026-03-31T04:00:11.000Z,"Mar 31, '26",True,rent
QzFpU4wrlq1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Banjara-Hills-in-Hyderabad&id=4d423430323335373735,2026-04-18 14:59:37,17.4158949,78.4357593,,Banjara Hills,banjarahills Road no. 3.Reddys lab,"19201|Kimtee Square, 19201|Bejugam Venugopal Shopping Mall, 19202|St. Alphonsus High School,Banjara Hills, 19202|AISFM, 19203|Sai Jyoti Hospital, 19203|Asha Hospital, 19206|Star Market, 19206|S.S. Plaza",,1,Apartment,Semi-Furnished,4,5.0,,800.0,Sq-ft,Less than 5 years,Banjara Hills road number 3 opposite TV9 office power area greenery peaceful area 1 BHK flat with car parking woodwork marble flooring vastu East facing 24 water security power beautiful view from windows and balconys,30000.0,50000.0,,38.0,1,,Yes,No,No,"Air Conditioned, Visitor Parking, Jogging and Strolling Track",True,True,Agent,70,Immediately,2026-03-26T17:52:48.000Z,"Mar 26, '26",True,rent
GIB5PaHd6cZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Punjagutta-in-Hyderabad&id=4d423639303238393331,2026-04-18 14:59:37,17.4261101,78.451451,,Punjagutta,"Please call or message for detailed address. Rockview Apartments, Behind Next Galleria Mall.","19210|Punjagutta Metro Station|5 minutes, 19210|Panjagutta Bus Stop, 19201|Star Bazaar, 19201|Hyderabad Central, 19202|Aurora s Business School, 19202|BVRIT Padmasri Dr BV Raju Institute of Technology, 19203|The Deccan Hospital, 19206|Movies Point, 19206|Movies Point",,1,Apartment,Furnished,3,4.0,East,750.0,Sq-ft,10 to 15 years,"Prime location with nearby groceries and next to metro. No lift might get it sooner or later. Call me or WhatsApp for details and occupancy terms and more. A beautiful 1 BHK flat is available for rent in Punjagutta. The flat is available for rent at a competitive amount of ₹28,500. Located on the 3 floor, the flat has 1 bathrooms, 1 balcony in covered area of 750 sqft. The apartment is equipped with power back up, reserved parking, security. The flat can be visited at Punjagutta,Hyderabad,Telangana. This is a no-brokerage flat because the owner has posted the ad on this 1 BHK apartment.",28500.0,,,38.0,1,,No,No,No,,False,False,Owner,76,Immediately,2026-02-01T23:45:34.000Z,"Feb 02, '26",True,rent
egNXMabcKaJzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-640-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Vijaya-Nagar-Colony-in-Hyderabad&id=4d423831383433343239,2026-04-18 14:59:37,17.39462216,78.45407007,,Vijaya Nagar Colony,"Vijaya Nagar Colony, Hyderabad",,,1,Builder Floor Apartment,Furnished,1,3.0,,640.0,Sq-ft,,"Builder-floor apartment is available for rent. It is a good location property. Please contact for more details. If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Vijaya Nagar Colony. The rent of the 1 BHK flat is ₹26,000. The flat is located on the 1 floor which includes 1 bathrooms, 1 balcony, and covers a covered area of 640 sqft. This property offers air conditioned, visitor parking. The full address of the apartment is Vijaya Nagar Colony, Hyderabad, Vijaya Nagar Colony, Hyderabad - Central, Andhra Pradesh. Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",26000.0,,,41.0,1,,No,No,No,"Air Conditioned, Visitor Parking, Internet/Wi-Fi Connectivity",False,False,Owner,58,Immediately,2026-03-05T22:30:43.000Z,"Mar 06, '26",True,rent
z8T3gFkEg15zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-100-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423833323630393933,2026-04-18 14:59:37,17.443563,78.3397746,,Gachibowli,near maheswari chat,"19210|DLF Gate 1 (Pickup) Bus Stop, 19210|Indira Nagar Bus Stop, 19201|Pristine Mall, 19201|Megha Tech Park, 19202|Kendirya Vidyalaya, 19202|Maharishi Vidya Mandir, 19203|Government Area Hospital, 19203|AIG Hospitals, 19206|Netaji Plaza, 19206|Sri Muthaiah Grand Bazaar",,1,Apartment,Furnished,5,6.0,East,100.0,Sq-ft,New Construction,"nice security is available bachelors also available You can explore this 1 BHK flat on rent in Gachibowli Hyderabad. The flat is available for rent at a competitive amount of ₹26,000. The flat is located on the 5 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 50 sqft. This property offers security, ro water system. This flat is located at near maheswari chat, Gachibowli, Hyderabad - West, Andhra Pradesh. The owner has posted this 1 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",26000.0,,,260.0,1,,Yes,No,Yes,"Internet/Wi-Fi Connectivity, RO Water System",False,False,Owner,70,Immediately,2026-02-04T17:16:23.000Z,"Feb 04, '26",True,rent
A693baR19jtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhapur-in-Hyderabad&id=4d423738383638343131,2026-04-18 14:59:37,17.4474364130253,78.3914778977547,,Madhapur,"Hyderabad, Andhra Pradesh","19210|Durgam Cheruvu Metro Station, 19201|The ?V? It Park, 19201|Fresh N' Quality Super Market, 19202|Orchid The International School, 19202|Cgr International School, 19203|Matlis, 19206|Inorbit Cyberabad Mall, 19206|BR Hitech Theatre",,1,Apartment,Furnished,2,8.0,,700.0,Sq-ft,,"If you are searching a 1 BHK apartment for rent in Madhapur, check out this amazing rental flat. The flat is available for rent at a competitive amount of ₹27,000. The full address of the apartment is Madhapur, Hyderabad - North, Andhra Pradesh. You can find the 1 BHK flat without any brokerage.",27000.0,,,39.0,1,,No,No,No,,False,False,Owner,0,Immediately,2026-02-21T21:33:25.000Z,"Feb 22, '26",True,rent
eC4ffMD1wghzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Botanical-Garden-Road-in-Hyderabad&id=4d423833373133373133,2026-04-18 14:59:37,17.46332367,78.34761753,,Botanical Garden Road,"Hyderabad, Andhra Pradesh",,,1,Builder Floor Apartment,Furnished,1,5.0,,700.0,Sq-ft,,"Find 1 BHK flat for rent in Botanical Garden Road Hyderabad. This 1 BHK flat can be availed at the rental price of ₹26,000. The full address of the apartment is Botanical Garden Road, Hyderabad - North, Andhra Pradesh. The owner has posted this 1 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",26000.0,,,37.0,1,,No,No,No,,False,False,Owner,41,Immediately,2026-03-10T06:09:09.000Z,"Mar 10, '26",True,rent
o7jzYeKXLtRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Mehdipatnam-in-Hyderabad&id=4d423534323431373237,2026-04-18 14:59:37,17.3944795,78.4331971,,Mehdipatnam,"Plot 11, Konjeti Nilayam, Sai gardens , Mehdipatnam ,Hyderabad","19210|Mehdipatnam / Amba Theatre Bus Stop, 19210|Mehdipatnam Bus Stop, 19201|Avance Business Hub, 19201|AGM Graundur, 19202|Tulsi High School, 19202|Nalanda, 19203|Meena Hospital, 19203|Olive Hospital, 19206|Chennai Shopping Mall, 19206|Ratnadeep Supermarket",,1,Builder Floor Apartment,Furnished,2,3.0,East,700.0,Sq-ft,Less than 5 years,"Independent Building, East Face, 100 Vaastu compliance 1 BHK with attach bath room , 24 GHMC water , Cupboards, Fans, Tube Lights, Pooja Mandir , Utility Stand , Double Cot Beds , Table ,Chairs , Split A.C, Sofa set, Refrigerator, Cooking utilities including Gas stove, Buckets many more. Nice sit out place ventilated , Shoe Rack, Near to super markets like More Reliance",30000.0,60000.0,1000.0,43.0,1,,No,No,No,,False,False,Owner,90,Immediately,2026-04-17T22:30:24.000Z,Today,True,rent
mDu1TZOYg4VzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423830323933333935,2026-04-18 14:59:37,17.4661387919325,78.3574087383959,,Kondapur,"Hyderabad, Andhra Pradesh","19210|Hitech Railway Station, 19201|Vijetha Super Market, Masjid Banda, 19201|Sarath City Capital Mall, 19202|Chirec International School, 19202|Jain Heritage A Cambridge School, 19203|Government Area Hospital, 19203|Kim's Hospital, 19206|South India Shopping Mall, 19206|City Central Mall",,1,Apartment,Furnished,3,4.0,East,450.0,Sq-ft,New Construction,"1 BHK apartment is available on rent in Kondapur Hyderabad right away. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹26,000. Some added-on facilities available with the flat are 1 Wardrobe, 1 Bed, Fridge, 1 AC, Washing Machine and Gas Connection. The apartment is on the 3 floor, has a carpet area of 400 sqft with 1 bathrooms and 1 balcony. The apartment comes furnished with power back up, security. Find this apartment at Kondapur, Hyderabad - North, Andhra Pradesh.",26000.0,52000.0,2000.0,58.0,1,,No,No,No,,True,True,Agent,82,Immediately,2026-04-15T23:45:18.000Z,"Apr 16, '26",True,rent
L+JjPITcw/pzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Hitech-City-in-Hyderabad&id=4d423831363030313835,2026-04-18 14:59:37,17.4479852823892,78.3761171942403,,Hitech City,"Hitech City,Hyderabad","19210|Raidurg Metro Station|5 minutes, 19210|Hitech City Railway Station And Metro Station (Blue Line), 19201|iLabs Hyderabad Technology Centre, 19201|Meenakshi Tech Park, 19202|Sarada High School, 19203|Medicover Hospitals, 19203|Medicover Hospitals Hitech City, 19206|L And T Metro Mega Mall, 19206|Galleria Mall High Tech City",,1,Apartment,Furnished,3,6.0,North,500.0,Sq-ft,Less than 5 years,"its convenient location with access to Gachibowli and HITEC City, You can avail the 1 BHK flat for rent in the well-known location of Hitech City. This 1 BHK flat can be availed at the rental price of ₹26,000. Some premium add-on facilities bundled with the flat are 1 Wardrobe, 1 Bed, Fridge, Washing Machine and Sofa. Located on the 3 floor, the flat has 1 bathrooms, 1 balcony in carpet area of 500 sqft.",26000.0,52000.0,1000.0,52.0,1,,No,No,No,,True,True,Agent,100,Immediately,2026-04-17T23:45:19.000Z,Today,True,rent
MgDlJ/JmnnZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Hitech-City-in-Hyderabad&id=4d423834313531393631,2026-04-18 14:59:37,17.4479852823892,78.3761171942403,,Hitech City,madhapur,"19210|Raidurg Metro Station, 19210|Mc Donalds Opp (Cyber Towers) Bus Stop, 19201|Cyber Pearl, 19201|Meenakshi Tech Park, 19202|Sarada High School, 19203|Medicover Hospitals Hitech City, 19203|Medicover Hospitals, 19206|L And T Metro Mega Mall, 19206|Galleria Mall High Tech City",,1,Apartment,Furnished,3,6.0,East,750.0,Sq-ft,New Construction,"1bhk fully furnished flat. Find this 1 BHK rental flat in Hitech City Hyderabad. The rent of the 1 BHK flat is ₹27,001. The flat is on the 3 floor and includes 1 bathrooms, 1 balcony with a carpet area of 650 sqft. The flat comes with power back up, reserved parking, security, air conditioned. The address is madhapur, Hitech City, Hyderabad - North, Andhra Pradesh.",27001.0,54000.0,1500.0,36.0,1,,Yes,No,No,Air Conditioned,True,True,Agent,71,Immediately,2026-04-17T23:45:22.000Z,Today,True,rent
JK0WKIrGV11zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423833303230343135,2026-04-18 14:59:37,17.443563,78.3397746,,Gachibowli,"Hyderabad, Andhra Pradesh","19210|Indira Nagar Bus Stop, 19210|DLF Gate 1 (Pickup) Bus Stop, 19201|Dlf Cybercity, 19201|Divyasree NSL Orion, 19202|Vignan s Institute of Management Technology for Women, 19202|World One School, 19203|Kim's Hospital, 19203|Rajitha Hospital, 19206|South India Shopping Mall, 19206|Amb Cinemas (Sarath City Capital Mall)",,1,Apartment,Furnished,6,8.0,North - East,800.0,Sq-ft,5 to 10 years,"Good in prime location 1 BHK apartment is available on rent in Gachibowli Hyderabad right away. The flat is available for rent at a competitive amount of ₹26,000. Located on the 6 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 750 sqft. The property features power back up, reserved parking, security, visitor parking. The apartment is located at Mouryas Ranga Prasad Avenue, Indira Nagar, Gachibowli, Hyderabad, Telangana.",26000.0,,,32.0,1,,Yes,No,No,"Visitor Parking, Jogging and Strolling Track",True,True,Agent,46,Immediately,2026-04-16T23:45:21.000Z,Yesterday,True,rent
